All Iterations
Op ID,Op Name,Direction,Op Type,No. Calls,TC Eligible,Using TC,Total CPU Time (ns),Avg. CPU Time (ns),Min CPU Time (ns),Max CPU Time (ns),Total GPU Time (ns),Avg. GPU Time (ns),Min GPU Time (ns),Max GPU Time (ns),Total CPU Overhead (ns),Avg. CPU Overhead (ns),Min CPU Overhead (ns),Max CPU Overhead (ns),Total GPU Idle (ns),Avg. GPU Idle (ns),Min GPU Idle (ns),Max GPU Idle (ns),Data Type,Stack Trace
"COPY__908","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4950,4950.0,4950,4950,0,0.0,0,0,4950,4950.0,4950,4950,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__909","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4330,4330.0,4330,4330,0,0.0,0,0,4330,4330.0,4330,4330,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__91","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,5120,5120.0,5120,5120,0,0.0,0,0,5120,5120.0,5120,5120,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__910","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4360,4360.0,4360,4360,0,0.0,0,0,4360,4360.0,4360,4360,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__911","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4290,4290.0,4290,4290,0,0.0,0,0,4290,4290.0,4290,4290,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__912","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,3990,3990.0,3990,3990,0,0.0,0,0,3990,3990.0,3990,3990,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__913","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,51000,51000.0,51000,51000,0,0.0,0,0,51000,51000.0,51000,51000,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__914","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4759,4759.0,4759,4759,0,0.0,0,0,4759,4759.0,4759,4759,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__915","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4250,4250.0,4250,4250,0,0.0,0,0,4250,4250.0,4250,4250,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__916","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4360,4360.0,4360,4360,0,0.0,0,0,4360,4360.0,4360,4360,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__917","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4300,4300.0,4300,4300,0,0.0,0,0,4300,4300.0,4300,4300,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__918","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4209,4209.0,4209,4209,0,0.0,0,0,4209,4209.0,4209,4209,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__919","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,112659,112659.0,112659,112659,0,0.0,0,0,112659,112659.0,112659,112659,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__92","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4519,4519.0,4519,4519,0,0.0,0,0,4519,4519.0,4519,4519,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__920","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4700,4700.0,4700,4700,0,0.0,0,0,4700,4700.0,4700,4700,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__921","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4210,4210.0,4210,4210,0,0.0,0,0,4210,4210.0,4210,4210,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__922","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4260,4260.0,4260,4260,0,0.0,0,0,4260,4260.0,4260,4260,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__923","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4470,4470.0,4470,4470,0,0.0,0,0,4470,4470.0,4470,4470,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__924","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,3830,3830.0,3830,3830,0,0.0,0,0,3830,3830.0,3830,3830,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__925","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,53979,53979.0,53979,53979,0,0.0,0,0,53979,53979.0,53979,53979,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__926","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4680,4680.0,4680,4680,0,0.0,0,0,4680,4680.0,4680,4680,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__927","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4400,4400.0,4400,4400,0,0.0,0,0,4400,4400.0,4400,4400,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__928","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4180,4180.0,4180,4180,0,0.0,0,0,4180,4180.0,4180,4180,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__929","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4020,4020.0,4020,4020,0,0.0,0,0,4020,4020.0,4020,4020,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__93","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,5210,5210.0,5210,5210,0,0.0,0,0,5210,5210.0,5210,5210,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__930","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,3750,3750.0,3750,3750,0,0.0,0,0,3750,3750.0,3750,3750,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__931","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4312320,4312320.0,4312320,4312320,0,0.0,0,0,4312320,4312320.0,4312320,4312320,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__932","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4740,4740.0,4740,4740,0,0.0,0,0,4740,4740.0,4740,4740,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__933","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4180,4180.0,4180,4180,0,0.0,0,0,4180,4180.0,4180,4180,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__934","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4130,4130.0,4130,4130,0,0.0,0,0,4130,4130.0,4130,4130,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__935","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4329,4329.0,4329,4329,0,0.0,0,0,4329,4329.0,4329,4329,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__936","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,3920,3920.0,3920,3920,0,0.0,0,0,3920,3920.0,3920,3920,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__937","/module/tumor_predict/load_model/densenet121_tumor::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,57660,57660.0,57660,57660,0,0.0,0,0,57660,57660.0,57660,57660,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:58
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
